Date,Article Title,Operative,City/Town,State/Provence,Country,Reference,NumberPeopleAffected,OutageDurationMinutes
9/19/2014,OPPD: Squirrel to blame for brief south Omaha power outage,Squirrel,Omaha,NE,United States,http://www.scrippsmedia.com/kmtv/news/OPPD-Squirrel-to-blame-for-brief-south-Omaha-power-outage-275791631.html,1800,60
9/16/2014,Squirrel takes out west end,Squirrel,Portage la Prairie,MB,Canada,http://www.portagedailygraphic.com/2014/09/16/squirrel-takes-out-west-end,1500,150
9/15/2014,A bird strike on overhead power cables cut power,Bird,Fife,SC,United Kingdom,http://www.thecourier.co.uk/news/local/fife/power-cut-in-parts-of-fife-could-be-down-to-bird-strike-1.577120,,112
9/15/2014,Corbeau électrocuté,Bird,Echauffour,,France,http://www.ouest-france.fr/coupure-de-courant-un-corbeau-prive-600-foyers-delectricite-2827100,660,300
9/14/2014,A squirrel caused serious damage to city electrical equipment,Squirrel,Torrington,WY,United States,http://www.torringtontelegram.com/v2_news_articles.php?heading=0&page=34&story_id=15407,,
9/14/2014,"TCN says snake caused power outage in Benin city, environs ",Snake,Benin City,,Nigeria,http://dailypost.ng/2014/09/14/tcn-says-snake-caused-power-outage-benin-city-environs/,,
9/14/2014,BRIEFLY: Squirrel knocked out power to 160 Sunday,Squirrel,La Grande,OR,United States,http://www.lagrandeobserver.com/News/Local-News/BRIEFLY-Squirrel-knocked-out-power-to-160-Sunday,160,
9/13/2014,A squirrel had an unfortunate encounter with equipment,Squirrel,North Haven,CT,United States,http://www.nhregister.com/general-news/20140913/power-outage-affects-stores-on-universal-drive-in-north-haven,153,40
9/12/2014,Squirrel knocks out power in Rock Hill,Squirrel,Rock Hill,SC,United States,http://www.thestate.com/2014/09/12/3676733/squirrel-knocks-out-power-in-rock.html,,
9/12/2014,Squirrel causes Sunday morning power outage in Sparta,Squirrel,Sparta,NJ,United States,http://www.njherald.com/w/main/story/119981040,,
9/11/2014,Squirrel Causes Power Outage,Squirrel,Siloam Spring,AR,United States,http://www.nwaonline.com/news/2014/sep/14/squirrel-causes-power-outage-20140914/?latest,1800,
9/10/2014,"Squirrel causes power outage to more than 3,000",Squirrel,Beaumont,TX,United States,http://www.newstimes.com/news/article/Squirrel-causes-power-outage-to-more-than-3-000-5745829.php,3130,90
9/10/2014,Monkey causes 2-hour blackout in L/stone,Monkey,Livingstone,,Zambia,http://www.openzambia.com/2014/09/monkey-causes-2-hour-blackout-in-lstone/,,120
9/8/2014,Bird causes large power outage in Concord,Bird,Concord,NH,United States,http://m.wmur.com/news/power-out-for-10000-in-concord-area/27941972,11000,195
9/8/2014,Overly curious squirrel cuts electricity,Squirrel,Manchester,CT,United States,http://www.journalinquirer.com/towns/manchester/overly-curious-squirrel-cuts-electricity/article_aa612110-3773-11e4-975d-001a4bcf887a.html,230,120
9/7/2014,Ratte löst Stromausfall aus,Rat,Bad Bentheim,,Germany,http://www.gn-online.de/Nachrichten/Ratte-loest-Stromausfall-in-Bad-Bentheim-aus-81224.html,,40
9/5/2014,Squirrel causes another power outage at Beaverton despite electric fence at substation,Squirrel,Beaverton,OR,United States,http://www.therepublic.com/view/story/32a406316e004ccc98a6b745344cb112/OR--Squirrel-Outage,8000,
9/5/2014,Marder verursacht Stromausfall,Marten,Ratzersdorf,,Austria,http://www.shortnews.de/id/1107129/niederoesterreich-marder-verursacht-stromausfall?utm_source=rss&utm_medium=alles&utm_campaign=140905,3000,
9/3/2014,Squirrel to blame for power outage affecting thousands in Washington County,Squirrel,Hillsboro,OR,United States,http://www.oregonlive.com/north-of-26/index.ssf/2014/09/squirrel_to_blame_for_power_ou.html,8000,105
9/3/2014,Bird Causes Power Outage for Thousands in Pocatello,Bird,Pocatello,ID,United States,http://www.eastidahonews.com/2014/09/bird-causes-power-outage-thousands-pocatello/,2370,30
8/29/2014,"Squirrel Causes 5,000 To Lose Power in Colonial Heights",Squirrel,Petersburg,VA,United States,http://wric.com/story/26402761/over-5000-without-power-in-colonial-heights-petersburg,5000,
8/28/2014,An outage was caused by equipment damage due to an animal,Unknown,Oxnard,CA,United States,http://www.vcstar.com/news/local/oxnard/oxnard-outage-blamed-on-animal-ep-582541833-351260131.html,,
8/24/2014,Squirrel Creates Power Outage,Squirrel,Newnan,GA,United States,http://www.times-herald.com/local/20140827-Newnan-power-outage-Sun-morning,330,67
8/22/2014,"Power outage hits Mountain View, again",Squirrel,Mountain View,CA,United States,http://www.mv-voice.com/news/2014/08/22/power-outage-hits-mountain-view-again,2900,
8/17/2014,"Crow flies into power line, 18k SCE customers affected by outage",Bird,Bellflower,CA,United States,http://www.whittierdailynews.com/general-news/20140817/crow-flies-into-power-line-18k-sce-customers-affected-by-outage,18000,65
8/15/2014,"Snake zapped; 4,900 Shimonoseki households hit by blackout",Snake,Shimonoseki,Yamaguchi Prefecture,Japan,http://www.japantimes.co.jp/news/2014/08/15/national/snake-zapped-4900-shimonoseki-households-hit-blackout/,4900,
8/14/2014,Update: Raven sparked Fairbanks power outage,Bird,Fairbanks,AK,United States,http://m.newsminer.com/news/local_news/update-raven-sparked-fairbanks-power-outage/article_d3fa4d68-241c-11e4-8bc7-001a4bcf6878.html?mode=jqm,1300,60
8/14/2014,Squirrel causes power outage,Squirrel,Marquette,MI,United States,http://www.miningjournal.net/page/content.detail/id/603252/Squirrel-causes-power-outage.html?nav=5001,,
8/11/2014,Beaver nibbling on tree and triggers a power failure in the district of Kulmbach from,Beaver,Kulmbach,Bavaria,Germany,http://www.nordbayerischer-kurier.de/nachrichten/biber-knabbert-baum-und-loest-stromausfall-im-landkreis,3500,180
8/10/2014,Katze löst Stromausfall in Bocholt aus,Cat,Bocholt,,Germany,"http://www.bbv-net.de/lokales/bocholt_artikel,-Katze-loest-Stromausfall-in-Bocholt-aus-_arid,390679.html",,
8/10/2014,Squirrel knocks out power in Fargo,Squirrel,Fargo,ND,United States,http://www.valleynewslive.com/story/26243566/squirrel-knocks-out-power-in-fargo,400,
8/7/2014,"Bird nest debris causes power outage in St. John's, Newfoundland",Bird,St. Johns,NF,Canada,http://www.theweathernetwork.com/news/articles/bird-nest-debris-causes-power-outage-in-st-johns-newfoundland/33531/,2000,30
8/7/2014,Bird blamed for power outage that affected Big Sky area Monday afternoon,Bird,Big Sky,MT,United States,http://m.lonepeaklookout.com/mobile/news/article_fd0567ba-1e5e-11e4-ae41-001a4bcf887a.html,,
8/5/2014,Bird's nest cuts power to thousands,Bird,Masterton,,New Zealand,http://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11304339,38000,
8/5/2014,Bird's nest cuts power to thousands,Bird,Masterton,,New Zealand,http://m.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=11304339,38000,120
8/5/2014,Squirrel causes Payne County to lose its cool,Squirrel,Stillwater,OK,United States,http://m.stwnewspress.com/stillwaternews/db_291324/contentdetail.htm?contentguid=bJOegEG3,,
8/4/2014,Rodent in transformer caused RTC outage that canceled classes,Rodent,Renton,WA,United States,http://www.rentonreporter.com/news/270350221.html,,
8/4/2014,Electrocuted Squirrel Causes Power Outage,Squirrel,Kittanning,PA,United States,http://www.kittanningpaper.com/2014/08/04/electrocuted-squirrel-causes-power-outage/47420,7300,43
8/4/2014,Bird blamed for Asotin County power outage,Bird,Lewiston,ID,United States,http://m.lmtribune.com/northwest/article_e29a91d0-9507-5436-be5d-8803e27bc900.html?mode=jqm,2000,
8/1/2014,Possum cuts power to home,Possum,Melbourne,,Australia,http://www.heraldsun.com.au/leader/east/elderly-couple-face-freezing-night-without-heating-after-possum-cuts-power-to-home/story-fngnvlxu-1227010519579,1,
7/31/2014,Morning power outage causes service interruptions in Wagoner County Tulsa,Squirrel,Tulsa,OK,United States,http://m.tulsaworld.com/homepagelatest/morning-power-outage-causes-service-interruptions-in-wagoner-county-tulsa/article_e6a307f4-921c-524d-a9dc-7c4bec5a8dc7.html?mode=jqm,1400,
7/30/2014,Cat blamed for morning power outage in Wilmington,Cat,Wilmington,NC,United States,http://www.wwaytv3.com/2014/07/30/cat-blamed-for-morning-power-outage-wilmington/,6200,
7/29/2014,UPDATE: Lights are back on in Hudson; crows to blame,Bird,Hudson,WI,United States,http://www.hudsonstarobserver.com/content/update-lights-are-back-hudson-crows-blame,6333,50
7/29/2014,Bald eagle strikes power line causing power outage,Eagle,Seattle,WA,United States,http://www.therepublic.com/view/story/e3d79662126b4fa19d6b8e5dd4068132/AK--Eagle-Ketchikan-Outage,,
7/28/2014,Two power outages reported,Squirrel,Hannibal,MO,United States,http://www.hannibal.net/article/20140730/NEWS/140739883/-1/news,,29
7/28/2014,An eagle knocked out power,Eagle,Ketchikan,AK,United States,http://www.moultonadvertiser.com/news/state/article_ce7a418e-e971-5055-bfde-1b9eb44ceb1b.html,,
7/26/2014,West Seattle power outage: Crow vs. transformer again,Bird,Seattle,WA,United States,http://westseattleblog.com/2014/07/west-seattle-power-outage-crow-vs-transformer-again/,90,
7/24/2014,Lights restored to Bellevue College area after squirrel-related power outage,Squirrel,Bellevue,WA,United States,http://www.bellevuereporter.com/news/268523312.html?mobile=true,2700,170
7/23/2014,"Squirrel causes power outage, 2 people trapped on elevator ",Squirrel,Lumberton,NC,United States,http://robesonian.com/news/news/310289/Squirrel-causes-power-outage-2-people-trapped-on-elevator,2000,60
7/22/2014,Update: Power outages reported in Conway,Bird,Conway,AR,United States,http://thecabin.net/news/local/2014-07-22/power-outages-reported-conway#.VwLrDPkrLIU,,
7/22/2014,Snake on a circuit? Hungry snake sparks Apex power outage,Snake,Apex,NC,United States,http://www.newsobserver.com/news/local/community/southwest-wake-news/article23762266.html,,
7/22/2014,"UPDATE: Power outage affects 1,500 downtown",Squirrel,Enid,OK,United States,http://www.enidnews.com/news/local_news/update-power-outage-affects-downtown/article_74616675-d501-53b7-a8d1-5c5a25e383e1.html,1500,90
7/22/2014,"Slithering culprit leaves St. Johns Town Center shoppers, diners in the dark Tuesday evening",Snake,Jacksonville,FL,United States,http://jacksonville.com/news/crime/2014-07-22/story/snake-causes-power-outage-st-johns-town-center-jacksonville#,839,
7/22/2014,Squirrel causes power outage on South Side Connellsville,Squirrel,Collinsville,PA,United States,http://triblive.com/news/fayette/6481771-74/outage-power-squirrel,51,66
7/21/2014,"Slithering culprit leaves St. Johns Town Center shoppers, diners in the dark Tuesday evening",Snake,Jacksonville,FL,United States,http://jacksonville.com/news/crime/2014-07-22/story/snake-causes-power-outage-st-johns-town-center-jacksonville,,
7/18/2014,Swan causes power outage,Bird,Merivale,,New Zealand,http://www.sunlive.co.nz/news/77342-swan-causes-power-outage.html,80,270
7/18/2014,A squirrel caused one of two blackouts,Squirrel,Walla Walla,WA,United States,http://union-bulletin.com/news/2014/jul/18/power-failures-reported-walla-walla-college-place/,46,
7/15/2014,Borough officials: Bird may have caused power outage in Middletown,Bird,Middletown,PA,United States,http://fox43.com/2014/07/15/bird-causes-power-outage-in-middletown/#axzz37ZNxGuBZ,,
7/15/2014,Snake causes power outage at Horry County substation,Snake,Horrey County,SC,United States,http://m.wmbfnews.com/#!/newsDetail/26022202,2000,60
7/15/2014,Brief power outage caused by squirrel,Squirrel,Rocky Mount,NC,United States,https://www.rockymounttelegram.com/node/2535767,,
7/14/2014,Squirrel starts blaze at electrical substation in Leatherhead,Squirrel,Leatherhead,London,United Kingdom,http://www.thisislocallondon.co.uk/news/11338489.Squirrel_starts_blaze_at_electrical_substation/,,
7/13/2014,Hawk is the cause of power outage,Bird,Lahanton,NV,United States,http://www.nevadaappeal.com/news/local/12215028-113/power-hawk-outage-area,,60
7/12/2014,Sikome Lake closed due to power outage,Unknown,Calgary,AB,CAN,http://www.cbc.ca/news/canada/calgary/sikome-lake-closed-due-to-power-outage-1.2705283,,
7/10/2014,"Squirrel, device to blame for outages",Squirrel,Nebraska City,NE,United States,http://www.ncnewspress.com/article/20140709/NEWS/140709895/-1/opinion,,
7/10/2014,Snoge skyld i strømafbrydelse,Snake,Djursland,Syddjurs,Denmark,http://www.tv2oj.dk/artikel/218628:Syddjurs--Snoge-skyld-i-strOemafbrydelse,,
7/9/2014,Squirrel causes outages in Washington County. Again.,Squirrel,Beaverton,OR,United States,http://www.oregonlive.com/washingtoncounty/index.ssf/2014/07/squirrel_causes_temporary_powe.html,8000,105
7/9/2014,"Squirrel leaves 4,200 in Indiana with no power",Squirrel,Elkhart,IN,United States,http://www.thenewsdispatch.com/news/indiana_state_news/article_d9fdcc0d-3d21-5ff3-958c-3cd0de703830.html,4200,
7/9/2014,How a tiny bird's nest caused major power outage Monday in Tiffin,Bird,Tiffin,OH,United States,http://www.cleveland.com/nation/index.ssf/2014/07/how_a_tiny_birds_nest_caused_major_power_outage_monday_in_tiffin.html,4000,120
7/8/2014,"Pigeon triggers blackout, knocks out newspaper",Bird,Rock Springs,WY,United States,http://www.washingtontimes.com/news/2014/jul/9/pigeon-triggers-blackout-knocks-out-newspaper/,23,180
7/8/2014,Power outage leads to car crashes in Hillsboro,Squirrel,Hillsboro,OR,United States,http://www.kgw.com/errors/404/,,
7/7/2014,Another bird-caused West Seattle power outage,Bird,Seattle,WA,United States,http://westseattleblog.com/2014/07/reader-report-another-bird-caused-west-seattle-power-outage/,,90
7/7/2014,"Ah nuts: Squirrel leads to another outage, says PGE",Squirrel,Portland,OR,United States,http://koin.com/2014/07/07/washington-county-residents-again-in-the-dark/,8000,120
7/7/2014,UPDATE: All power restored to Indiana Michigan Power customers,Squirrel,St. Joseph,MI,United States,http://www.ktiv.com/story/25955928/2014/07/07/update-all-power-restored-to-indiana-michigan-power-customers,4334,
7/7/2014,Squirrel to blame for brief outage on Adams St.,Squirrel,Springfield,IL,United States,http://www.sj-r.com/article/20140706/NEWS/140709644,40,43
7/6/2014,Siebenschläfer löste Stromausfall aus,Mouse,Salzburg,,Austria,"http://www.heute.at/news/oesterreich/Siebenschlaefer-loeste-Stromausfall-aus;art23655,1038092?ref=rss",,
7/6/2014,Squirrel responsible for power outage in GR,Squirrel,Grand Rapids,MI,United States,http://www.mlive.com/news/grand-rapids/index.ssf/2014/07/power_out_for_most_of_northeas.html,2144,180
7/6/2014,Power restored in Sparks and culprit identified,Squirrel,Sparks,NV,United States,http://www.rgj.com/story/news/2014/07/06/power-out-in-sparks-industrial-area/12266055/,1345,83
7/3/2014,Update: 2nd small power outage this week west of The Junction,Bird,Seattle,WA,United States,http://westseattleblog.com/2014/07/second-small-power-outage-this-week-west-of-the-junction/,,74
7/3/2014,"Squirrel to blame for outage, PGE says",Squirrel,Washington County,OR,United States,http://koin.com/2014/07/02/power-out-for-thousands-in-washington-county/,10000,110
7/3/2014,Bird causes Las Cruces power outage Wednesday,Bird,Las Cruces,NM,United States,http://www.lcsun-news.com/las_cruces-news/ci_26076571/bird-causes-power-las-cruces-power-outage-wednesday,7000,20
7/2/2014,Squirrel causes large power outage in Washington County,Squirrel,Beaverton,OR,United States,http://www.katu.com/news/local/Thousands-lose-power-in-Washington-Co-265535171.html,9600,200
7/2/2014,"Squirrel takes out substation leaving over 3,200 power outages in Hocking County http://t.co/t3eiHLDaNh - Logan OH",Squirrel,Logan,OH,United States,http://www.logandaily.com/news/squirrel-takes-out-substation-leaving-over-power-outages-in-hocking/article_070a31e9-f185-5f6b-a50d-d0cfea736905.html,3200,
7/2/2014,UPDATE: Major power outage restored in Kingston,Bird,Montgomery,NY,United States,http://www.recordonline.com/apps/pbcs.dll/article?AID=/20140702/NEWS/140709953,35,
7/1/2014,"The fault could be from a fallen tree, an equipment failure or squirrel... ",Squirrel,York,PA,United States,http://www.yorkdispatch.com/breaking/ci_26062435/met-ed-crews-working-restore-power-york-county,7000,
7/1/2014,Raccoon causes power outage; electricity should be restored soon ,Raccoon,Centerville,IA,United States,http://www.dailyiowegian.com/news/local_news/raccoon-kills-power/article_33f6c2a7-bb7a-5b98-8d80-da130705614c.html,2940,120
6/28/2014,Kein Strom: Wieder Krähe in EBS-Leitung,Bird,Ibach,Schwyz,Switzerland,http://www.suedostschweiz.ch/boulevard/kein-strom-wieder-kraehe-ebs-leitung,,10
6/28/2014,Outage temporarily closed market,Bird,Charleston,WV,United States,http://www.wvgazettemail.com/article/20140630/DM01/140639941/1276,,150
6/28/2014,...a squirrel found its way into some of the electrical equipment...,Squirrel,Holland,MI,United States,http://whtc.com/news/articles/2014/jun/28/power-outage-in-hollands-southeast-side-crews-already-on-site/,,
6/27/2014,Paloma provoca corto circuito,Bird,Campeche,Campeche,Mexico,http://expresocampeche.com/notas/estado/2014/06/27/paloma-provoca-corto-circuito/,,
6/27/2014,Squirrel Causes Carthage Power Outage,Squirrel,Carthage,NY,United States,http://www.watertowndailytimes.com/article/20140627/NEWS03/140628966,,30
6/25/2014,"Antioch: Owl believed to be behind downed power lines that caused grass fire, outage",Bird,Antioch,CA,United States,http://www.insidebayarea.com/bay-area-news/ci_26046302/antioch-owl-believed-be-behind-downed-power-lines,4700,60
6/25/2014,Squirrel knocks out power to 700 Fredericton residents,Squirrel,Fredericton,NB,Canada,http://www.cbc.ca/m/news/#!/content/1.2686720,,
6/24/2014,Bird caused Jackson power outage Sunday,Bird,Jackson,MO,United States,http://www.semissourian.com/story/2094719.html,4000,390
6/24/2014,Squirrel causes power outage for hundreds of customers,Squirrel,Shasta Lake,CA,United States,http://m.krcrtv.com/squirrel-causes-power-outage-for-hundreds-of-customers/26637730,698,30
6/24/2014,Squirrel Knocks Out Power in Pittsfield Township,Squirrel,Pittsfield,MI,United States,http://www.thesalinepost.com/article/squirrel-knocks-out-power-pittsfield-township,141,180
6/23/2014,Krähe verursacht Stromausfall in Illerkirchberg,Bird,Illerkirchberg,Baden-Württemberg,Germany,"http://www.swp.de/ulm/lokales/alb_donau/Kraehe-verursacht-Stromausfall-in-Illerkirchberg;art4299,2668415",,150
6/23/2014,Squirrel Causes Electrical Outage in Patchogue,Squirrel,Patchogue,NY,United States,http://patch.com/new-york/patchogue/squirrel-causes-electrical-outage-in-patchogue,,
6/23/2014,Consumers Energy says the cause of this morning's power outage was a squirrel,Squirrel,Grand Rapids,MI,United States,http://m.woodradio.com/articles/wood-news-125494/updatedconsumers-energy-isolated-outages-gr-belmont-12490750,4535,
6/23/2014,A  squirrel chewing wires was blamed for a power cut,Squirrel,Aberdeen,MI,United States,http://www.woodradio.com/articles/wood-news-125494/updatedconsumers-energy-isolated-outages-gr-belmont-12490750,4185,
6/22/2014,Crow tripped Sunday evening power outage,Bird,Ketchikan,AK,United States,http://www.krbd.org/2014/06/23/crow-tripped-sunday-evening-power-outage/,,105
6/21/2014,Snake causes power outage in Myersville area,Snake,Myersville,MD,United States,http://m.fredericknewspost.com/locations/local/frederick_county/myersville/snake-causes-power-outage-in-myersville-area/article_4ee73064-f8a7-11e3-b0eb-001a4bcf6878.html,2800,330
6/19/2014,"SWEPCO transformer blows out, causes blue glow in sky and massive power outage",Unknown,Shrevesport,LA,United States,http://www.ksla.com/story/25827006/swepco-transformer-blows-out-causes-blue-glow-in-sky-and-massive-power-outage,,60
6/19/2014,"Raccoon, head stuck in jar, rescued from top of transformer",Raccoon,Fort Erie,ON,Canada,http://www.niagarafallsreview.ca/2014/06/18/peanut-butter-jar-lands-raccoon-in-a-jam,,
6/18/2014,Power outage - Blame the snake,Snake,Sallisaw,OK,United States,http://m.sequoyahcountytimes.com/news/article_642328ac-f6f9-11e3-aff0-001a4bcf6878.html?mode=jqm,,20
6/18/2014,"Wildlife is to blame for a power outage that left nearly 1,700 customers in the dark Tuesday night.",Bird,Medicine Hat,AB,Canada,http://web.archive.org/web/20151211165524/http://www.cjcyfm.com/news-and-info/medicine-hat-news/owl-caused-power-outage-in-city-tuesday-night/,1700,
6/16/2014,Fiery blowout downs power for hours near downtown Stockton,Bird,Stockton,CA,United States,http://www.recordnet.com/apps/pbcs.dll/article?AID=/20140616/A_NEWS/406160308,1350,140
6/16/2014,Power Restored After College Heights Outage,Squirrel,State College,PA,United States,"http://www.statecollege.com/news/local-news/power-restored-after-college-heights-outage,1459585/",133,
6/14/2014,"Birds, squirrels take toll on Juneau power lines",Squirrel,Anchorage,AK,United States,http://m.seattlepi.com/business/energy/article/Birds-squirrels-take-toll-on-Juneau-power-lines-5550619.php,10020,
6/14/2014,Power outage in Kelowna,Unknown,Kelowna,BC,Canada,http://www.castanet.net/news/Kelowna/117200/Power-outage-in-Kelowna,1000,135
6/13/2014,"Power restored to 9,000 in Mountain View after outage caused by squirrel",Squirrel,Mountain View,CA,United States,http://www.ktvu.com/news/news/local/power-restored-nearly-9000-mountain-view-after-out/ngKZ9/,9000,
6/13/2014,Raccoon causes power outage in Muskegon Co.,Raccoon,Muskegon,MI,United States,http://woodtv.com/2014/06/13/thousands-without-power-in-muskegon-co/,3600,
6/12/2014,Squirrel in PGE substation knocked out power for thousands in Washington County,Bird,Sherwood,OR,United States,http://www.oregonlive.com/tualatin/index.ssf/2014/06/squirrel_in_pge_substation_kno.html,,
6/12/2014,Squirrel in PGE substation knocked out power for thousands in Washington County,Squirrel,Sherwood,OR,United States,http://www.oregonlive.com/tualatin/index.ssf/2014/06/squirrel_in_pge_substation_kno.html,10000,330
6/12/2014,"Power, traffic lights back on after Wilmington outage",Squirrel,Wilmington,NC,United States,http://www.wwaytv3.com/2014/06/12/power-traffic-lights-back-after-wilmington-outage/,10000,
6/11/2014,Bend power back after squirrel sparks major outage,Squirrel,Bend,OR,United States,http://www.ktvz.com/news/wayward-squirrel-sparks-large-bend-power-outage/26438360,5100,95
6/11/2014,Squirrel Blamed For Power Outage,Squirrel,Coloma,MI,United States,http://www.wsjm.com/Squirrel-Blamed-For-Power-Outage/19191754,600,
6/9/2014,"No recovery plan in place, 2 years after osprey incident at data centre: AG",Bird,Fredericton,NB,Canada,http://www.cbc.ca/news/canada/new-brunswick/data-centre-power-auditor-general-1.3873446,,
6/9/2014,"Tree limbs, parrot nest cause power outages",Bird,Austin,TX,United States,http://legacy.kvue.com/story/news/local/2014/06/09/officials-power-outage-in-north-austin-affecting-1000-customers/10237643/,3000,30
6/6/2014,Bird causes power outage in Salina,Bird,Salina,KS,United States,http://m.kwch.com/news/bird-causes-power-outage-in-salina/26365072,2800,
6/5/2014,Zapped squirrel caused outage,Squirrel,Vancouver,WA,United States,http://www.columbian.com/news/2014/jun/05/zapped-squirrel-caused-outage/,,
6/5/2014,Squirrel sparks outage,Squirrel,Floresville,TX,United States,http://connection.ebscohost.com/c/articles/96536264/squirrel-sparks-outage,,
6/5/2014,"Snake Takes Down Arcola, Skyview Power",Snake,Eagleville,PA,United States,https://www.tapinto.net/articles/snake-takes-down-arcola-skyview-power,,
6/5/2014,Serpent in the works causes power outage for PSO customers,Snake,Waurika,OK,United States,http://www.waurikanewsdemocrat.com/local/x1934105322/Serpent-in-the-works-causes-power-outage-for-PSO-customers,,
6/4/2014,Raccoon blamed for major power outage,Raccoon,Opelousas,LA,United States,http://www.dailyworld.com/article/20140606/NEWS01/306050010/Major-power-outage-blamed-raccoon,,
6/2/2014,A bird building a nest on an electric pole cut power,Bird,El Paso,TX,United States,http://www.kfoxtv.com/news/features/top-stories/stories/power-outage-affects-thousands-far-east-el-paso-5129.shtml,3442,
6/1/2014,Cattle grid — herd knocks out power to 800 Dundee homes,Cow,Dundee,,Scotland,http://www.thecourier.co.uk/news/local/dundee/cattle-grid-herd-knocks-out-power-to-800-dundee-homes-1.399396,775,65
6/1/2014,Squirrels causing power outages in a Metro-East town,Squirrel,Waterloo,IL,United States,http://www.kmov.com/news/local/Squirrels-are-the-cause-of-power-outages-in-Metro-East-town-262064861.html,,
6/1/2014,UPDATED: SQUIRREL SPARKS BLAZE NEAR BETHEL CHURCH,Squirrel,Dethel Church,CA,United States,http://m.redding.com/news/2014/may/31/firefighters-battle-blaze-near-bethel-church/,,
5/31/2014,Squirrel left without electricity colonies Tampico,Squirrel,Cascajal,Veracruz,Mexico,http://www.zocalo.com.mx/seccion/articulo/ardilla-deja-sin-luz-a-colonias-de-tampico-1401570211,,120
5/31/2014,Dead snake brings about power outages ,Snake,Duncan,OK,United States,http://m.duncanbanner.com/duncanbanner/db_293436/contentdetail.htm?contentguid=RVXK1VZw,3145,
5/31/2014,UPDATE: Power restored to about 200 customers in Eau Claire,Unknown,Eau Claire,WI,United States,http://www.wqow.com/story/25661283/2014/05/31/power-outage-about-200-customers-in-eau-claire-without-power,200,60
5/29/2014,"A snake is to blame for knocking out power to 3,100 customers last night.",Snake,Nashville,TN,United States,https://twitter.com/NESpower/status/472378427715362816,3100,30
5/29/2014,Pesky possum behind blackout in Port Melbourne,Possum,Melbourne,,Australia,http://www.heraldsun.com.au/news/victoria/pesky-possum-behind-blackout-in-port-melbourne/story-fni0fit3-1226935334252,823,270
5/29/2014,"Suicidal squirrel, leaping lightning cause problems",Squirrel,Kalispell,MT,United States,http://www.dailyinterlake.com/members/suicidal-squirrel-leaping-lightning-cause-problems/article_9928376a-e6d0-11e3-9fd5-001a4bcf887a.html,11,60
5/28/2014,LUS: Snake to blame for power outage ,Snake,Lafayette,LA,United States,http://www.katc.com/news/lus-snake-to-blame-for-power-outage/,2000,60
5/28/2014,Squirrel takes out power in Boise's North End ,Squirrel,Biose,ID,United States,http://www.ktvb.com/story/local/2015/07/29/12187329/,1700,
5/27/2014,Power outages rampant in Virginia Beach,Unknown,Virgina Beach,VA,United States,http://wavy.com/2014/05/27/animal-causes-large-power-outage-in-vb/,4000,
5/26/2014,Blame it on the squirrels,Squirrel,Tallahassee,TN,United States,http://www.tallahassee.com/story/opinion/columnists/ensley/2014/05/30/gerald-ensley-blame-squirrels/9769061/,,
5/26/2014,Bird nests cause morning power outage ,Bird,Aberdeen,SD,United States,http://www.aberdeennews.com/news/local/bird-nests-cause-morning-power-outage/article_106140ce-e4dd-11e3-9526-0017a43b2370.html,4000,40
5/26/2014,Raccoon causes power outage,Raccoon,Fort Frances,ON,Canada,http://fftimes.com/node/269730,3600,45
5/26/2014,Chewed Wires Knock Out Power to Thousands,Unknown,Philadelphia,PA,United States,http://www.nbcphiladelphia.com/news/breaking/North-Philly-Power-Outage-260654441.html,2007,90
5/24/2014,"Nearly 10,000 residents in Saginaw, Thomas, James townships without power",Bird,Saginaw County,MI,United States,http://www.mlive.com/news/saginaw/index.ssf/2014/05/nearly_10000_residents_in_sagi.html,10000,
5/24/2014,"Electricity restored to 4,700 Flint Energies members in Houston County",Unknown,Houston County,GA,United States,http://www.macon.com/2014/05/23/3112188/more-than-4700-without-power-in.html,4700,
5/23/2014,An  animal came in contact with a power line,Unknown,Vanceboro,NC,United States,http://wnct.com/story/25597414/power-outages-in-vanceboro-friday-morning,3000,
5/20/2014,Squirrel to blame for Smethport power outage,Squirrel,Smethport,PA,United States,http://www.bradfordera.com/news/article_0c9821c0-dfcd-11e3-8074-0019bb2963f4.html,,60
5/20/2014,Power restored to Rome customers,Squirrel,Rome,WI,United States,http://www.wisconsinrapidstribune.com/article/20140520/WRT01/305200247/Squirrel-blamed-from-Rome-power-outage?nclick_check=1,2127,
5/20/2014,"Power out in Truro area, back on in Eastern Passage",Unknown,Truro,NS,Canada,http://thechronicleherald.ca/novascotia/1208736-power-out-in-truro-area-back-on-in-eastern-passage,2000,
5/19/2014,Raccoon causes power outage affecting more than 1500 in Grand Rapids,Raccoon,Grand Rapids,MI,United States,http://www.mlive.com/news/grand-rapids/index.ssf/2014/05/power_outage_affecting_more_th_1.html,5000,120
5/17/2014,Raccoon causes power outage in West Nashville,Raccoon,Nashville,TN,United States,http://www.tennessean.com/story/news/local/2014/05/17/without-power-west-nashville/9237685/,5600,
5/16/2014,"Snake, transformer to blame for Roanoke Co. power outages",Snake,Roanoke County,VA,United States,http://www.roanoke.com/news/local/snake-transformer-to-blame-for-roanoke-co-power-outages/article_23ff21c6-dc9c-11e3-84a7-0017a43b2370.html,3900,
